,Unnamed: 0,player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,first_match_date,last_match_date
62825,62825,210541,Suphawat,Saeoui,U,20050921.0,THA,,,2022-04-25,2022-04-25
62826,62826,210542,Marco,Franzini ,U,20010312.0,ITA,,,2022-04-25,2022-04-25
62827,62827,210543,Woohyuk,Sim,U,20030204.0,KOR,,,2022-08-15,2023-06-19
62828,62828,210544,Andrej,Duric,U,20000610.0,BIH,,,2022-04-25,2022-05-16
62829,62829,210545,Luis Carlos,Alvarez,R,20040903.0,MEX,,,2023-07-31,2024-11-18
62830,62830,210546,Jan,Kobierski ,R,20040115.0,AUT,183.0,,2022-05-09,2024-09-09
62831,62831,210547,Eric,Padgham,U,20031003.0,AUS,,,2022-05-30,2022-05-30
62832,62832,210548,Tim,Loosen,U,20010630.0,GER,,,2022-05-02,2022-05-23
62833,62833,210549,Max,Stenzer,U,20060130.0,GER,,,2024-07-29,2024-07-29
62834,62834,210550,Benito,Massacri,R,20030627.0,ITA,,,2023-05-01,2024-09-09
62835,62835,210551,Tobias,Smoliner,U,20020612.0,AUT,,,2022-05-09,2024-05-27
62836,62836,210552,Alessio,Savoldi,U,20000208.0,ITA,,,2022-05-02,2022-05-02
62837,62837,210553,Jacob,Bradshaw,R,20021023.0,AUS,188.0,,2022-10-10,2024-08-19
62838,62838,210554,Marko,Maksimovic,U,20060212.0,SRB,,,2023-06-19,2024-11-11
62839,62839,210555,Andrej,Djokic ,U,20031122.0,BIH,,,2022-05-09,2022-06-06
62840,62840,210556,Jakub,Nicod,R,20040721.0,CZE,183.0,,2022-06-20,2024-10-28
62841,62841,210557,Petr,Brunclik,L,20060717.0,CZE,188.0,,2023-05-15,2024-04-15
62842,62842,210558,Hynek,Barton,R,20040405.0,CZE,183.0,,2022-08-22,2024-11-04
62843,62843,210559,Esteban,Beaumelle Munoz,U,20070424.0,BOL,,,2022-05-09,2022-05-09
62844,62844,210560,Jean Christian,Morandais,U,20030416.0,GUD,,,2022-11-14,2024-06-24
62845,62845,210561,Yujiro,Onuma,U,20040721.0,GBR,,,2022-11-21,2022-11-21
62846,62846,210562,Marco,Dessi,U,20000914.0,ITA,,,2023-04-24,2023-04-24
62847,62847,210563,Eugenio,Gonzalez Fitzmaurice,U,20030406.0,USA,,,2023-05-15,2023-05-15
62848,62848,210564,Jakub,Ostajewski,U,20020118.0,USA,,,2022-05-09,2022-09-19
62849,62849,210565,Elijah,Strode,L,20020207.0,USA,,,2022-05-16,2024-03-11
